Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Brazil,BRA,1967,Agricultural land (% of land area),AG.LND.AGRI.ZS,21.4867183368549
Brazil,BRA,1966,Agricultural land (% of land area),AG.LND.AGRI.ZS,20.9489192571553
Brazil,BRA,1965,Agricultural land (% of land area),AG.LND.AGRI.ZS,20.386712833238
Brazil,BRA,1964,Agricultural land (% of land area),AG.LND.AGRI.ZS,19.8657835355713
Brazil,BRA,1963,Agricultural land (% of land area),AG.LND.AGRI.ZS,19.3237969213246
Brazil,BRA,1962,Agricultural land (% of land area),AG.LND.AGRI.ZS,18.6540306814674
Brazil,BRA,1961,Agricultural land (% of land area),AG.LND.AGRI.ZS,18.0101075119584
Brazil,BRA,2016,Arable land (% of land area),AG.LND.ARBL.ZS,9.68827992830941
Brazil,BRA,2015,Arable land (% of land area),AG.LND.ARBL.ZS,9.75252867264726
Brazil,BRA,2014,Arable land (% of land area),AG.LND.ARBL.ZS,9.69198888747975
Brazil,BRA,2013,Arable land (% of land area),AG.LND.ARBL.ZS,9.18410076883134
Brazil,BRA,2012,Arable land (% of land area),AG.LND.ARBL.ZS,8.68698059616135
Brazil,BRA,2011,Arable land (% of land area),AG.LND.ARBL.ZS,8.64701955219702
Brazil,BRA,2010,Arable land (% of land area),AG.LND.ARBL.ZS,8.41849980976629
Brazil,BRA,2009,Arable land (% of land area),AG.LND.ARBL.ZS,8.42771238577004
Brazil,BRA,2008,Arable land (% of land area),AG.LND.ARBL.ZS,8.40498005537117
Brazil,BRA,2007,Arable land (% of land area),AG.LND.ARBL.ZS,8.18220321746226
Brazil,BRA,2006,Arable land (% of land area),AG.LND.ARBL.ZS,8.31979363829752
Brazil,BRA,2005,Arable land (% of land area),AG.LND.ARBL.ZS,8.27420933365558
Brazil,BRA,2004,Arable land (% of land area),AG.LND.ARBL.ZS,8.17490494296578
Brazil,BRA,2003,Arable land (% of land area),AG.LND.ARBL.ZS,7.7330602263183
Brazil,BRA,2002,Arable land (% of land area),AG.LND.ARBL.ZS,7.35857499395799
Brazil,BRA,2001,Arable land (% of land area),AG.LND.ARBL.ZS,7.06748152100826
Brazil,BRA,2000,Arable land (% of land area),AG.LND.ARBL.ZS,6.91259041335752
Brazil,BRA,1999,Arable land (% of land area),AG.LND.ARBL.ZS,6.90904923598432
Brazil,BRA,1998,Arable land (% of land area),AG.LND.ARBL.ZS,6.90550759125236
Brazil,BRA,1997,Arable land (% of land area),AG.LND.ARBL.ZS,6.9139784688938
Brazil,BRA,1996,Arable land (% of land area),AG.LND.ARBL.ZS,6.92235353798812
Brazil,BRA,1995,Arable land (% of land area),AG.LND.ARBL.ZS,6.94640195067324
Brazil,BRA,1994,Arable land (% of land area),AG.LND.ARBL.ZS,6.31061456257014
Brazil,BRA,1993,Arable land (% of land area),AG.LND.ARBL.ZS,6.25306587350774
Brazil,BRA,1992,Arable land (% of land area),AG.LND.ARBL.ZS,6.19791006132944
Brazil,BRA,1991,Arable land (% of land area),AG.LND.ARBL.ZS,6.22124061094933
Brazil,BRA,1990,Arable land (% of land area),AG.LND.ARBL.ZS,6.0636696681319
Brazil,BRA,1989,Arable land (% of land area),AG.LND.ARBL.ZS,5.97022782580813
Brazil,BRA,1988,Arable land (% of land area),AG.LND.ARBL.ZS,5.95826344138768
Brazil,BRA,1987,Arable land (% of land area),AG.LND.ARBL.ZS,5.92237028812631
Brazil,BRA,1986,Arable land (% of land area),AG.LND.ARBL.ZS,5.86254836602402
Brazil,BRA,1985,Arable land (% of land area),AG.LND.ARBL.ZS,5.65915383087625
Brazil,BRA,1984,Arable land (% of land area),AG.LND.ARBL.ZS,5.63522506203533
Brazil,BRA,1983,Arable land (% of land area),AG.LND.ARBL.ZS,5.62326067761488
Brazil,BRA,1982,Arable land (% of land area),AG.LND.ARBL.ZS,5.62326067761488
Brazil,BRA,1981,Arable land (% of land area),AG.LND.ARBL.ZS,5.45575929572848
Brazil,BRA,1980,Arable land (% of land area),AG.LND.ARBL.ZS,5.38397298920573
Brazil,BRA,1979,Arable land (% of land area),AG.LND.ARBL.ZS,5.37200860478528
Brazil,BRA,1978,Arable land (% of land area),AG.LND.ARBL.ZS,5.26432914500116
Brazil,BRA,1977,Arable land (% of land area),AG.LND.ARBL.ZS,5.26432914500116
Brazil,BRA,1976,Arable land (% of land area),AG.LND.ARBL.ZS,5.14468530079659
Brazil,BRA,1975,Arable land (% of land area),AG.LND.ARBL.ZS,5.02504145659202
Brazil,BRA,1974,Arable land (% of land area),AG.LND.ARBL.ZS,4.90539761238745
Brazil,BRA,1973,Arable land (% of land area),AG.LND.ARBL.ZS,4.6661099239783
Brazil,BRA,1972,Arable land (% of land area),AG.LND.ARBL.ZS,4.54646607977373
Brazil,BRA,1971,Arable land (% of land area),AG.LND.ARBL.ZS,4.42682223556916
Brazil,BRA,1970,Arable land (% of land area),AG.LND.ARBL.ZS,4.18753454716001
Brazil,BRA,1969,Arable land (% of land area),AG.LND.ARBL.ZS,3.94824685875087
Brazil,BRA,1968,Arable land (% of land area),AG.LND.ARBL.ZS,3.8286030145463
Brazil,BRA,1967,Arable land (% of land area),AG.LND.ARBL.ZS,3.58931532613715
Brazil,BRA,1966,Arable land (% of land area),AG.LND.ARBL.ZS,3.46967148193258
Brazil,BRA,1965,Arable land (% of land area),AG.LND.ARBL.ZS,3.35002763772801
Brazil,BRA,1964,Arable land (% of land area),AG.LND.ARBL.ZS,3.23038379352344
Brazil,BRA,1963,Arable land (% of land area),AG.LND.ARBL.ZS,3.11073994931887
Brazil,BRA,1962,Arable land (% of land area),AG.LND.ARBL.ZS,2.87145226090972
Brazil,BRA,1961,Arable land (% of land area),AG.LND.ARBL.ZS,2.64628254611672
Brazil,BRA,2010,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,47495.16797
Brazil,BRA,2000,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,47495.16797
Brazil,BRA,1990,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,47495.16797
Brazil,BRA,2010,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,0.567010929
Brazil,BRA,2000,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,0.567010929
Brazil,BRA,1990,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,0.567010929
Brazil,BRA,2010,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,3425.557373
Brazil,BRA,2000,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,3425.557373
Brazil,BRA,1990,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,3425.557373
Brazil,BRA,2010,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.040895286
Brazil,BRA,2000,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.040895286
Brazil,BRA,1990,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.040895286
Brazil,BRA,2010,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,0.607906215
Brazil,BRA,2000,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,0.607906215
Brazil,BRA,1990,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,0.607906215
Brazil,BRA,2016,Forest area (sq. km),AG.LND.FRST.K2,4925540
Brazil,BRA,2015,Forest area (sq. km),AG.LND.FRST.K2,4935380
Brazil,BRA,2014,Forest area (sq. km),AG.LND.FRST.K2,4945220
Brazil,BRA,2013,Forest area (sq. km),AG.LND.FRST.K2,4955060
Brazil,BRA,2012,Forest area (sq. km),AG.LND.FRST.K2,4964900
Brazil,BRA,2011,Forest area (sq. km),AG.LND.FRST.K2,4974740
Brazil,BRA,2010,Forest area (sq. km),AG.LND.FRST.K2,4984580
Brazil,BRA,2009,Forest area (sq. km),AG.LND.FRST.K2,5001131.875
Brazil,BRA,2008,Forest area (sq. km),AG.LND.FRST.K2,5017684.0625
Brazil,BRA,2007,Forest area (sq. km),AG.LND.FRST.K2,5034235.9375
Brazil,BRA,2006,Forest area (sq. km),AG.LND.FRST.K2,5050788.125
Brazil,BRA,2005,Forest area (sq. km),AG.LND.FRST.K2,5067340
Brazil,BRA,2004,Forest area (sq. km),AG.LND.FRST.K2,5096420
Brazil,BRA,2003,Forest area (sq. km),AG.LND.FRST.K2,5125500
Brazil,BRA,2002,Forest area (sq. km),AG.LND.FRST.K2,5154580
Brazil,BRA,2001,Forest area (sq. km),AG.LND.FRST.K2,5183660
Brazil,BRA,2000,Forest area (sq. km),AG.LND.FRST.K2,5212740
Brazil,BRA,1999,Forest area (sq. km),AG.LND.FRST.K2,5238170.9375
Brazil,BRA,1998,Forest area (sq. km),AG.LND.FRST.K2,5263601.875
Brazil,BRA,1997,Forest area (sq. km),AG.LND.FRST.K2,5289033.125
Brazil,BRA,1996,Forest area (sq. km),AG.LND.FRST.K2,5314463.75
Brazil,BRA,1995,Forest area (sq. km),AG.LND.FRST.K2,5339895
Brazil,BRA,1994,Forest area (sq. km),AG.LND.FRST.K2,5365326.25
Brazil,BRA,1993,Forest area (sq. km),AG.LND.FRST.K2,5390756.875
Brazil,BRA,1992,Forest area (sq. km),AG.LND.FRST.K2,5416188.125
Brazil,BRA,1991,Forest area (sq. km),AG.LND.FRST.K2,5441618.75
Brazil,BRA,1990,Forest area (sq. km),AG.LND.FRST.K2,5467050
Brazil,BRA,2016,Forest area (% of land area),AG.LND.FRST.ZS,58.9310540383387
Brazil,BRA,2015,Forest area (% of land area),AG.LND.FRST.ZS,59.048783581036
Brazil,BRA,2014,Forest area (% of land area),AG.LND.FRST.ZS,59.1665131237333
Brazil,BRA,2013,Forest area (% of land area),AG.LND.FRST.ZS,59.2842426664306
Brazil,BRA,2012,Forest area (% of land area),AG.LND.FRST.ZS,59.4019722091279
Brazil,BRA,2011,Forest area (% of land area),AG.LND.FRST.ZS,59.5197017518252
Brazil,BRA,2010,Forest area (% of land area),AG.LND.FRST.ZS,59.6374312945225
Brazil,BRA,2009,Forest area (% of land area),AG.LND.FRST.ZS,59.8354642899018
Brazil,BRA,2008,Forest area (% of land area),AG.LND.FRST.ZS,60.0335010241513
Brazil,BRA,2007,Forest area (% of land area),AG.LND.FRST.ZS,60.2315340195307
Brazil,BRA,2006,Forest area (% of land area),AG.LND.FRST.ZS,60.4295707537801
Brazil,BRA,2005,Forest area (% of land area),AG.LND.FRST.ZS,60.6276037491595
Brazil,BRA,2004,Forest area (% of land area),AG.LND.FRST.ZS,60.9755280481064
Brazil,BRA,2003,Forest area (% of land area),AG.LND.FRST.ZS,61.3234523470533
Brazil,BRA,2002,Forest area (% of land area),AG.LND.FRST.ZS,61.6713766460002
Brazil,BRA,2001,Forest area (% of land area),AG.LND.FRST.ZS,62.0193009449471
Brazil,BRA,2000,Forest area (% of land area),AG.LND.FRST.ZS,62.367225243894
Brazil,BRA,1999,Forest area (% of land area),AG.LND.FRST.ZS,62.6714907563166
Brazil,BRA,1998,Forest area (% of land area),AG.LND.FRST.ZS,62.9757562687392
Brazil,BRA,1997,Forest area (% of land area),AG.LND.FRST.ZS,63.280025520032
Brazil,BRA,1996,Forest area (% of land area),AG.LND.FRST.ZS,63.5842872935845
Brazil,BRA,1995,Forest area (% of land area),AG.LND.FRST.ZS,63.8885565448772
Brazil,BRA,1994,Forest area (% of land area),AG.LND.FRST.ZS,64.19282579617
Brazil,BRA,1993,Forest area (% of land area),AG.LND.FRST.ZS,64.4970875697225
Brazil,BRA,1992,Forest area (% of land area),AG.LND.FRST.ZS,64.8013568210152
Brazil,BRA,1991,Forest area (% of land area),AG.LND.FRST.ZS,65.1056185945677
Brazil,BRA,1990,Forest area (% of land area),AG.LND.FRST.ZS,65.4098878458604
Brazil,BRA,2014,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,2012,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,2007,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,2002,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,1997,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,1992,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,1987,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,1982,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,1977,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,1972,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,1967,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,1962,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,2018,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2017,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2016,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2015,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2014,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2013,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2012,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2011,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2010,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2009,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2008,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2007,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2006,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2005,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2004,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2003,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2002,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2001,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2000,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1999,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1998,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1997,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1996,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1995,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1994,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1993,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1992,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1991,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1990,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1989,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1988,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1987,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1986,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1985,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1984,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1983,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1982,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1981,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1980,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1979,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1978,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1977,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1976,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1975,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1974,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1973,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1972,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1971,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1970,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1969,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1968,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1967,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1966,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1965,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1964,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1963,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1962,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1961,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2010,Rural land area (sq. km),AG.LND.TOTL.RU.K2,8241430
Brazil,BRA,2000,Rural land area (sq. km),AG.LND.TOTL.RU.K2,8241430
Brazil,BRA,1990,Rural land area (sq. km),AG.LND.TOTL.RU.K2,8241430
Brazil,BRA,2010,Urban land area (sq. km),AG.LND.TOTL.UR.K2,134981.375
Brazil,BRA,2000,Urban land area (sq. km),AG.LND.TOTL.UR.K2,134981.375
Brazil,BRA,1990,Urban land area (sq. km),AG.LND.TOTL.UR.K2,134981.375
Brazil,BRA,2018,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,2017,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,2016,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,2015,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,2014,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,2013,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,2012,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,2011,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,2010,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,2009,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,2008,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,2007,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,2006,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,2005,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,2004,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,2003,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,2002,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,2001,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,2000,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1999,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1998,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1997,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1996,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1995,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1994,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1993,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1992,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1991,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1990,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1989,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1988,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1987,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1986,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1985,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1984,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1983,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1982,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1981,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1980,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1979,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1978,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1977,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1976,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1975,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1974,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1973,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1972,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1971,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1970,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1969,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1968,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1967,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1966,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1965,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1964,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1963,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1962,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1961,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,2016,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,95.59
Brazil,BRA,2015,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,95.38
Brazil,BRA,2014,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,95.1
